zh-CN	简体中文
Audio_Mainstreet/Q6/EV_04/MS_Q6_EV_04_01_GP_ShopKeeper3_01	MS_Q6_EV_04_01_GP_ShopKeeper3_01_zh-CN
Audio_Mainstreet/Q6/EV_05/MS_Q6_EV_05_01_GP_SN_01	MS_Q6_EV_05_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_01_CVS_Primrose_01	MS_Q6_EV_06_01_CVS_Primrose_01_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_02_CVS_SN_01	MS_Q6_EV_06_02_CVS_SN_01_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_03_CVS_Primrose_02	MS_Q6_EV_06_03_CVS_Primrose_02_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_04_CVS_SN_02	MS_Q6_EV_06_04_CVS_SN_02_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_05_CVS_Primrose_03	MS_Q6_EV_06_05_CVS_Primrose_03_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_06_CVS_SN_03	MS_Q6_EV_06_06_CVS_SN_03_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_07_CVS_Primrose_04	MS_Q6_EV_06_07_CVS_Primrose_04_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_08_CVS_SN_04	MS_Q6_EV_06_08_CVS_SN_04_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_09_CVS_Primrose_05	MS_Q6_EV_06_09_CVS_Primrose_05_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_10_CVS_SN_05	MS_Q6_EV_06_10_CVS_SN_05_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_11_CVS_Primrose_06	MS_Q6_EV_06_11_CVS_Primrose_06_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_12_CVS_Primrose_07	MS_Q6_EV_06_12_CVS_Primrose_07_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_13_CVS_SN_06	MS_Q6_EV_06_13_CVS_SN_06_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_14_CVS_SN_07	MS_Q6_EV_06_14_CVS_SN_07_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_15_CVS_Primrose_08	MS_Q6_EV_06_15_CVS_Primrose_08_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_16_CVS_SN_08	MS_Q6_EV_06_16_CVS_SN_08_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_17_CVS_SN_09	MS_Q6_EV_06_17_CVS_SN_09_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_18_CVS_Primrose_09	MS_Q6_EV_06_18_CVS_Primrose_09_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_19_CVS_SN_10	MS_Q6_EV_06_19_CVS_SN_10_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_20_CVS_Primrose_10	MS_Q6_EV_06_20_CVS_Primrose_10_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_21_CVS_SN_11	MS_Q6_EV_06_21_CVS_SN_11_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_22_CVS_Primrose_11	MS_Q6_EV_06_22_CVS_Primrose_11_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_23_CVS_SN_12	MS_Q6_EV_06_23_CVS_SN_12_zh-CN
Audio_Mainstreet/Q6/EV_06/MS_Q6_EV_06_24_CVS_SN_13	MS_Q6_EV_06_24_CVS_SN_13_zh-CN
Audio_Mainstreet/Q6/EV_07/MS_Q6_EV_07_01_CVS_SN_01	MS_Q6_EV_07_01_CVS_SN_01_zh-CN
Audio_Mainstreet/Q6/EV_07/MS_Q6_EV_07_02_CVS_SN_02	MS_Q6_EV_07_02_CVS_SN_02_zh-CN
Audio_Mainstreet/Q6/EV_07/MS_Q6_EV_07_03_CVS_SmoothieShop_01	MS_Q6_EV_07_03_CVS_SmoothieShop_01_zh-CN
Audio_Mainstreet/Q6/EV_07/MS_Q6_EV_07_04_CVS_SN_03	MS_Q6_EV_07_04_CVS_SN_03_zh-CN
Audio_Mainstreet/Q6/EV_07/MS_Q6_EV_07_05_CVS_SmoothieShop_02	MS_Q6_EV_07_05_CVS_SmoothieShop_02_zh-CN
Audio_Mainstreet/Q6/EV_07/MS_Q6_EV_07_06_CVS_SmoothieShop_03	MS_Q6_EV_07_06_CVS_SmoothieShop_03_zh-CN
Audio_Mainstreet/Q6/EV_08/MS_Q6_EV_08_01_GP_SmoothieShop_01	MS_Q6_EV_08_01_GP_SmoothieShop_01_zh-CN
Audio_Mainstreet/Q6/EV_09/MS_Q6_EV_09_01_GP_SN_01	MS_Q6_EV_09_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q6/EV_10/MS_Q6_EV_10_01_GP_SN_01	MS_Q6_EV_10_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q6/MID_01/MS_Q6_MID_01_01_CVS_PP_01	MS_Q6_MID_01_01_CVS_PP_01_zh-CN
Audio_Mainstreet/Q6/MID_01/MS_Q6_MID_01_02_CVS_PP_02	MS_Q6_MID_01_02_CVS_PP_02_zh-CN
Audio_Mainstreet/Q6/MID_02/MS_Q6_MID_02_01_GP_Primrose_05	MS_Q6_MID_02_01_GP_Primrose_05_zh-CN
Audio_Mainstreet/Q6/MID_03/MS_Q6_MID_03_01_GP_Primrose_01	MS_Q6_MID_03_01_GP_Primrose_01_zh-CN
Audio_Mainstreet/Q6/MID_04/MS_Q6_MID_04_01_CVS_SmoothieShop_01	MS_Q6_MID_04_01_CVS_SmoothieShop_01_zh-CN
Audio_Mainstreet/Q6/POST_01/MS_Q6_POST_01_01_CVS_SmoothieShop_01	MS_Q6_POST_01_01_CVS_SmoothieShop_01_zh-CN
Audio_Mainstreet/Q6/POST_02/MS_Q6_POST_02_01_GP_ShopKeeper1_01	MS_Q6_POST_02_01_GP_ShopKeeper1_01_zh-CN
Audio_Mainstreet/Q6/POST_03/MS_Q6_POST_03_01_GP_ShopKeeper2_01	MS_Q6_POST_03_01_GP_ShopKeeper2_01_zh-CN
Audio_Mainstreet/Q6/POST_04/MS_Q6_POST_04_01_GP_ShopKeeper3_01	MS_Q6_POST_04_01_GP_ShopKeeper3_01_zh-CN
Audio_Mainstreet/Q6/PRE_01/MS_Q6_PRE_01_01_CVS_SmoothieShop_01	MS_Q6_PRE_01_01_CVS_SmoothieShop_01_zh-CN
Audio_Mainstreet/Q6/PRE_02/MS_Q6_PRE_02_01_GP_ShopKeeper1_01	MS_Q6_PRE_02_01_GP_ShopKeeper1_01_zh-CN
Audio_Mainstreet/Q6/PRE_03/MS_Q6_PRE_03_01_GP_ShopKeeper2_01	MS_Q6_PRE_03_01_GP_ShopKeeper2_01_zh-CN
Audio_Mainstreet/Q6/PRE_04/MS_Q6_PRE_04_01_GP_ShopKeeper3_01	MS_Q6_PRE_04_01_GP_ShopKeeper3_01_zh-CN
Audio_Mainstreet/Q6/START/MS_Q6_START_01_CVS_PP_01	MS_Q6_START_01_CVS_PP_01_zh-CN
Audio_Mainstreet/Q6/START/MS_Q6_START_02_CVS_SN_01	MS_Q6_START_02_CVS_SN_01_zh-CN
Audio_Mainstreet/Q6/START/MS_Q6_START_03_CVS_PP_02	MS_Q6_START_03_CVS_PP_02_zh-CN
Audio_Mainstreet/Q6/START/MS_Q6_START_04_CVS_PP_03	MS_Q6_START_04_CVS_PP_03_zh-CN
Audio_Mainstreet/Q6/START/MS_Q6_START_05_CVS_PP_04	MS_Q6_START_05_CVS_PP_04_zh-CN
Audio_Mainstreet/Q6/START/MS_Q6_START_06_CVS_PP_05	MS_Q6_START_06_CVS_PP_05_zh-CN
Audio_Mainstreet/Q6/START/MS_Q6_START_07_CVS_SN_02	MS_Q6_START_07_CVS_SN_02_zh-CN
Audio_Mainstreet/Q6/START/MS_Q6_START_08_CVS_PP_06	MS_Q6_START_08_CVS_PP_06_zh-CN
Audio_Mainstreet/Q6/START/MS_Q6_START_09_CVS_SN_03	MS_Q6_START_09_CVS_SN_03_zh-CN
Audio_Mainstreet/Q6/START/MS_Q6_START_10_CVS_PP_07	MS_Q6_START_10_CVS_PP_07_zh-CN
Audio_Mainstreet/Q6/TOOFAR/MS_Q6_TOOFAR_01_GP_SN_01	MS_Q6_TOOFAR_01_GP_SN_01_zh-CN
Audio_Mainstreet/Q7/COMP/MS_Q7_COMP_01_CVS_HC_01	MS_Q7_COMP_01_CVS_HC_01_zh-CN
Audio_Mainstreet/Q7/COMP/MS_Q7_COMP_02_CS_HC_01	MS_Q7_COMP_02_CS_HC_01_zh-CN
Audio_Mainstreet/Q7/COMP/MS_Q7_COMP_03_CS_HC_02	MS_Q7_COMP_03_CS_HC_02_zh-CN
Audio_Mainstreet/Q7/EV_01/MS_Q7_EV_01_01_GP_HC_01	MS_Q7_EV_01_01_GP_HC_01_zh-CN
Audio_Mainstreet/Q7/EV_01/MS_Q7_EV_01_02_GP_HC_02	MS_Q7_EV_01_02_GP_HC_02_zh-CN
Audio_Mainstreet/Q7/EV_01/MS_Q7_EV_01_03_GP_HC_03	MS_Q7_EV_01_03_GP_HC_03_zh-CN
Audio_Mainstreet/Q7/POST_01/MS_Q7_POST_01_01_CVS_HC_01	MS_Q7_POST_01_01_CVS_HC_01_zh-CN
Audio_Mainstreet/Q7/POST_01/MS_Q7_POST_01_02_CVS_Primrose_01	MS_Q7_POST_01_02_CVS_Primrose_01_zh-CN
Audio_Mainstreet/Q7/POST_01/MS_Q7_POST_01_03_CVS_HC_02	MS_Q7_POST_01_03_CVS_HC_02_zh-CN
Audio_Mainstreet/Q7/POST_01/MS_Q7_POST_01_04_CVS_Primrose_02	MS_Q7_POST_01_04_CVS_Primrose_02_zh-CN
Audio_Mainstreet/Q7/POST_01/MS_Q7_POST_01_05_CVS_SN_01	MS_Q7_POST_01_05_CVS_SN_01_zh-CN
Audio_Mainstreet/Q7/START/MS_Q7_START_01_CVS_HC_01	MS_Q7_START_01_CVS_HC_01_zh-CN
Audio_Mainstreet/Q7/START/MS_Q7_START_02_CVS_HC_02	MS_Q7_START_02_CVS_HC_02_zh-CN
Audio_Mainstreet/SS/EV_01/MS_SS_EV_01_01_CGP_Sprout_01	MS_SS_EV_01_01_CGP_Sprout_01_zh-CN
Audio_Mainstreet/SS/EV_01/MS_SS_EV_01_02_CGP_Sprout_02	MS_SS_EV_01_02_CGP_Sprout_02_zh-CN
Audio_Mainstreet/SS/EV_01/MS_SS_EV_01_03_CGP_Sprout_03	MS_SS_EV_01_03_CGP_Sprout_03_zh-CN
Audio_Mainstreet/SS/EV_01/MS_SS_EV_01_04_CGP_Sprout_04	MS_SS_EV_01_04_CGP_Sprout_04_zh-CN
Audio_Mainstreet/SS/EV_01/MS_SS_EV_01_05_CGP_Sprout_05	MS_SS_EV_01_05_CGP_Sprout_05_zh-CN
Audio_Mainstreet/SS/EV_01/MS_SS_EV_01_06_CGP_Sprout_06	MS_SS_EV_01_06_CGP_Sprout_06_zh-CN
Audio_Mainstreet/SS/EV_01/MS_SS_EV_01_07_CGP_Sprout_07	MS_SS_EV_01_07_CGP_Sprout_07_zh-CN
Audio_Mainstreet/SS/EV_01/MS_SS_EV_01_08_CGP_Sprout_08	MS_SS_EV_01_08_CGP_Sprout_08_zh-CN
Audio_Mainstreet/SS/EV_01/MS_SS_EV_01_09_CGP_Sprout_09	MS_SS_EV_01_09_CGP_Sprout_09_zh-CN
Audio_Mainstreet/SS/EV_02/MS_SS_EV_02_10_GP_Crowd1_01	MS_SS_EV_02_10_GP_Crowd1_01_zh-CN
Audio_Mainstreet/SS/EV_03/MS_SS_EV_03_11_GP_Crowd2_01	MS_SS_EV_03_11_GP_Crowd2_01_zh-CN
Audio_Mainstreet/SS/EV_04/MS_SS_EV_04_01_GP_Sprout_01	MS_SS_EV_04_01_GP_Sprout_01_zh-CN
Audio_Mainstreet/SS/EV_04/MS_SS_EV_04_02_GP_Sprout_02	MS_SS_EV_04_02_GP_Sprout_02_zh-CN
Audio_TownPark/MC/ACCEPTED/TP_MC_ACCEPTED_01_CVS_HC_01	TP_MC_ACCEPTED_01_CVS_HC_01_zh-CN
Audio_TownPark/MC/ACCEPTED/TP_MC_ACCEPTED_02_CVS_SN_01	TP_MC_ACCEPTED_02_CVS_SN_01_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_01_CS_HC_01	TP_MC_COMP_01_CS_HC_01_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_02_CS_SN_01	TP_MC_COMP_02_CS_SN_01_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_03_CS_HC_02	TP_MC_COMP_03_CS_HC_02_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_04_CS_SN_02	TP_MC_COMP_04_CS_SN_02_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_05_CS_HC_03	TP_MC_COMP_05_CS_HC_03_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_06_CS_SN_03	TP_MC_COMP_06_CS_SN_03_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_07_CS_Sprout_01	TP_MC_COMP_07_CS_Sprout_01_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_08_CS_Sprout_02	TP_MC_COMP_08_CS_Sprout_02_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_09_CS_HC_04	TP_MC_COMP_09_CS_HC_04_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_10_CS_Sprout_03	TP_MC_COMP_10_CS_Sprout_03_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_11_CS_Sprout_04	TP_MC_COMP_11_CS_Sprout_04_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_12_CS_HC_04	TP_MC_COMP_12_CS_HC_04_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_13_CS_Sprout_05	TP_MC_COMP_13_CS_Sprout_05_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_14_CS_HC_05	TP_MC_COMP_14_CS_HC_05_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_15_CS_SN_05	TP_MC_COMP_15_CS_SN_05_zh-CN
Audio_TownPark/MC/COMP/TP_MC_COMP_16_CS_HC_06	TP_MC_COMP_16_CS_HC_06_zh-CN
Audio_TownPark/MC/DECLINED/TP_MC_DECLINED_01_CVS_SN_01	TP_MC_DECLINED_01_CVS_SN_01_zh-CN
Audio_TownPark/MC/DECLINED/TP_MC_DECLINED_02_CVS_HC_01	TP_MC_DECLINED_02_CVS_HC_01_zh-CN
Audio_TownPark/MC/EV_01/TP_MC_EV_01_01_GP_SN_01	TP_MC_EV_01_01_GP_SN_01_zh-CN
Audio_TownPark/MC/EV_02/TP_MC_EV_02_01_GP_Sprout_01	TP_MC_EV_02_01_GP_Sprout_01_zh-CN
Audio_TownPark/MC/EV_03/TP_MC_EV_03_01_GP_SN_01	TP_MC_EV_03_01_GP_SN_01_zh-CN
Audio_TownPark/MC/POST_01/TP_MC_POST_01_01_GP_IZ_01	TP_MC_POST_01_01_GP_IZ_01_zh-CN
Audio_TownPark/MC/QUESTION/TP_MC_QUESTION_01_CVS_HC_01	TP_MC_QUESTION_01_CVS_HC_01_zh-CN
Audio_TownPark/MC/REPACPTD/TP_MC_REPACPTD_01_CVS_SN_01	TP_MC_REPACPTD_01_CVS_SN_01_zh-CN
Audio_TownPark/MC/REPDCLND/TP_MC_REPDCLND_01_CVS_SN_01	TP_MC_REPDCLND_01_CVS_SN_01_zh-CN
Audio_TownPark/MC/REPEAT/TP_MC_REPEAT_01_CVS_HC_01	TP_MC_REPEAT_01_CVS_HC_01_zh-CN
Audio_TownPark/MC/START/TP_MC_START_01_CVS_HC_01	TP_MC_START_01_CVS_HC_01_zh-CN
Audio_TownPark/MC/START/TP_MC_START_02_CVS_HC_02	TP_MC_START_02_CVS_HC_02_zh-CN
Audio_TownPark/MC/START/TP_MC_START_03_CVS_HC_03	TP_MC_START_03_CVS_HC_03_zh-CN
Audio_TownPark/MC/START/TP_MC_START_04_CVS_HC_04	TP_MC_START_04_CVS_HC_04_zh-CN
Audio_TownPark/Q10/COMP/TP_Q10_COMP_01_CVS_HC_01	TP_Q10_COMP_01_CVS_HC_01_zh-CN
Audio_TownPark/Q10/COMP/TP_Q10_COMP_02_CVS_HC_02	TP_Q10_COMP_02_CVS_HC_02_zh-CN
Audio_TownPark/Q10/COMP/TP_Q10_COMP_03_CVS_SN_01	TP_Q10_COMP_03_CVS_SN_01_zh-CN
Audio_TownPark/Q10/EV_01/TP_Q10_EV_01_01_GP_HC_01	TP_Q10_EV_01_01_GP_HC_01_zh-CN
Audio_TownPark/Q10/EV_02/TP_Q10_EV_02_01_GP_SN_01	TP_Q10_EV_02_01_GP_SN_01_zh-CN
Audio_TownPark/Q10/EV_03/TP_Q10_EV_03_01_GP_SN_01	TP_Q10_EV_03_01_GP_SN_01_zh-CN
Audio_TownPark/Q10/EV_04/TP_Q10_EV_04_01_GP_SN_01	TP_Q10_EV_04_01_GP_SN_01_zh-CN
Audio_TownPark/Q10/MID_01/TP_Q10_MID_01_01_GP_HC_01	TP_Q10_MID_01_01_GP_HC_01_zh-CN
Audio_TownPark/Q10/START/TP_Q10_START_01_CVS_HC_01	TP_Q10_START_01_CVS_HC_01_zh-CN
Audio_TownPark/Q10/START/TP_Q10_START_02_CVS_HC_02	TP_Q10_START_02_CVS_HC_02_zh-CN
Audio_TownPark/Q10/START/TP_Q10_START_03_CVS_HC_03	TP_Q10_START_03_CVS_HC_03_zh-CN
Audio_TownPark/Q10/TOOFAR/TP_Q10_TOOFAR_01_GP_HC_01	TP_Q10_TOOFAR_01_GP_HC_01_zh-CN
Audio_TownPark/Q12/ACCEPTED/TP_Q12_ACCEPTED_01_CVS_SN_01	TP_Q12_ACCEPTED_01_CVS_SN_01_zh-CN
Audio_TownPark/Q12/COMP/TP_Q12_COMP_01_CVS_Zoom_01	TP_Q12_COMP_01_CVS_Zoom_01_zh-CN
Audio_TownPark/Q12/DECLINED/TP_Q12_DECLINED_01_CVS_SN_01	TP_Q12_DECLINED_01_CVS_SN_01_zh-CN
Audio_TownPark/Q12/POST_01/TP_Q12_POST_01_01_CVS_Zoom_01	TP_Q12_POST_01_01_CVS_Zoom_01_zh-CN
Audio_TownPark/Q12/QUESTION/TP_Q12_QUESTION_01_CVS_Zoom_01	TP_Q12_QUESTION_01_CVS_Zoom_01_zh-CN
Audio_TownPark/Q12/RETACPTD/TP_Q12_RETACPTD_01_CVS_SN_01	TP_Q12_RETACPTD_01_CVS_SN_01_zh-CN
Audio_TownPark/Q12/RETDCLND/TP_Q12_RETDCLND_01_CVS_SN_01	TP_Q12_RETDCLND_01_CVS_SN_01_zh-CN
Audio_TownPark/Q12/RETRY/TP_Q12_RETRY_01_CVS_Zoom_01	TP_Q12_RETRY_01_CVS_Zoom_01_zh-CN
Audio_TownPark/Q12/START/TP_Q12_START_01_CVS_Zoom_01	TP_Q12_START_01_CVS_Zoom_01_zh-CN
Audio_TownPark/Q12/START/TP_Q12_START_02_CVS_Zoom_02	TP_Q12_START_02_CVS_Zoom_02_zh-CN
Audio_TownPark/Q12/START/TP_Q12_START_03_CVS_SN_01	TP_Q12_START_03_CVS_SN_01_zh-CN
Audio_TownPark/Q12/START/TP_Q12_START_04_CVS_Zoom_03	TP_Q12_START_04_CVS_Zoom_03_zh-CN
Audio_TownPark/Q8/COMP/TP_Q8_COMP_01_CVS_IZ_01	TP_Q8_COMP_01_CVS_IZ_01_zh-CN
Audio_TownPark/Q8/COMP/TP_Q8_COMP_02_CVS_HC_01	TP_Q8_COMP_02_CVS_HC_01_zh-CN
Audio_TownPark/Q8/COMP/TP_Q8_COMP_03_CVS_HC_02	TP_Q8_COMP_03_CVS_HC_02_zh-CN
Audio_TownPark/Q8/COMP/TP_Q8_COMP_04_CVS_SN_01	TP_Q8_COMP_04_CVS_SN_01_zh-CN
Audio_TownPark/Q8/COMP/TP_Q8_COMP_05_CVS_HC_03	TP_Q8_COMP_05_CVS_HC_03_zh-CN
Audio_TownPark/Q8/EV_01/TP_Q8_EV_01_01_GP_SN_01	TP_Q8_EV_01_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_02/TP_Q8_EV_02_01_GP_SN_01	TP_Q8_EV_02_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_03/TP_Q8_EV_03_01_GP_SN_01	TP_Q8_EV_03_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_01_CVS_ZP_01	TP_Q8_EV_04_01_CVS_ZP_01_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_02_CVS_ZP_02	TP_Q8_EV_04_02_CVS_ZP_02_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_03_CVS_SN_01	TP_Q8_EV_04_03_CVS_SN_01_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_04_CVS_ZP_03	TP_Q8_EV_04_04_CVS_ZP_03_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_05_CVS_Sprout_01	TP_Q8_EV_04_05_CVS_Sprout_01_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_06_CVS_Sprout_02	TP_Q8_EV_04_06_CVS_Sprout_02_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_07_CVS_ZP_04	TP_Q8_EV_04_07_CVS_ZP_04_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_08_CVS_Sprout_03	TP_Q8_EV_04_08_CVS_Sprout_03_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_09_CVS_Sprout_04	TP_Q8_EV_04_09_CVS_Sprout_04_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_10_CVS_Sprout_05	TP_Q8_EV_04_10_CVS_Sprout_05_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_11_CVS_SN_02	TP_Q8_EV_04_11_CVS_SN_02_zh-CN
Audio_TownPark/Q8/EV_05/TP_Q8_EV_05_13_GP_SN_03	TP_Q8_EV_05_13_GP_SN_03_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_01_CVS_IZ_01	TP_Q8_EV_06_01_CVS_IZ_01_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_02_CVS_SN_01	TP_Q8_EV_06_02_CVS_SN_01_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_03_CVS_IZ_02	TP_Q8_EV_06_03_CVS_IZ_02_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_04_CVS_SN_02	TP_Q8_EV_06_04_CVS_SN_02_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_05_CVS_IZ_03	TP_Q8_EV_06_05_CVS_IZ_03_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_06_CVS_SN_04	TP_Q8_EV_06_06_CVS_SN_04_zh-CN
Audio_TownPark/Q8/EV_07/TP_Q8_EV_07_01_CVS_PaintGuy2_01	TP_Q8_EV_07_01_CVS_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/EV_07/TP_Q8_EV_07_02_CVS_PaintGuy2_02	TP_Q8_EV_07_02_CVS_PaintGuy2_02_zh-CN
Audio_TownPark/Q8/EV_07/TP_Q8_EV_07_03_CVS_SN_01	TP_Q8_EV_07_03_CVS_SN_01_zh-CN
Audio_TownPark/Q8/EV_07/TP_Q8_EV_07_04_CVS_PaintGuy2_03	TP_Q8_EV_07_04_CVS_PaintGuy2_03_zh-CN
Audio_TownPark/Q8/EV_07/TP_Q8_EV_07_05_CVS_SN_02	TP_Q8_EV_07_05_CVS_SN_02_zh-CN
Audio_TownPark/Q8/EV_08/TP_Q8_EV_08_01_GP_SN_01	TP_Q8_EV_08_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_09/TP_Q8_EV_09_01_GP_SN_01	TP_Q8_EV_09_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_10/TP_Q8_EV_10_01_CVS_PaintGuy2_01	TP_Q8_EV_10_01_CVS_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/EV_10/TP_Q8_EV_10_02_CVS_PaintGuy2_02	TP_Q8_EV_10_02_CVS_PaintGuy2_02_zh-CN
Audio_TownPark/Q8/EV_10/TP_Q8_EV_10_03_CVS_SN_01	TP_Q8_EV_10_03_CVS_SN_01_zh-CN
Audio_TownPark/Q8/EV_11/TP_Q8_EV_11_01_CVS_PumpkinLady_01	TP_Q8_EV_11_01_CVS_PumpkinLady_01_zh-CN
Audio_TownPark/Q8/EV_11/TP_Q8_EV_11_02_CVS_PumpkinLady_02	TP_Q8_EV_11_02_CVS_PumpkinLady_02_zh-CN
Audio_TownPark/Q8/EV_11/TP_Q8_EV_11_03_CVS_PumpkinLady_03	TP_Q8_EV_11_03_CVS_PumpkinLady_03_zh-CN
Audio_TownPark/Q8/EV_12/TP_Q8_EV_12_01_GP_SN_01	TP_Q8_EV_12_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_13/TP_Q8_EV_13_01_GP_SN_01	TP_Q8_EV_13_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_14/TP_Q8_EV_14_01_GP_SN_01	TP_Q8_EV_14_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_15/TP_Q8_EV_15_01_CVS_PaintGuy2_01	TP_Q8_EV_15_01_CVS_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/EV_15/TP_Q8_EV_15_02_CVS_PaintGuy2_02	TP_Q8_EV_15_02_CVS_PaintGuy2_02_zh-CN
Audio_TownPark/Q8/EV_16/TP_Q8_EV_16_01_GP_SN_01	TP_Q8_EV_16_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/MID_01/TP_Q8_MID_01_01_GP_ZP_01	TP_Q8_MID_01_01_GP_ZP_01_zh-CN
Audio_TownPark/Q8/MID_02/TP_Q8_MID_02_01_GP_PaintGuy2_01	TP_Q8_MID_02_01_GP_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/MID_03/TP_Q8_MID_03_01_GP_PaintGuy2_01	TP_Q8_MID_03_01_GP_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/MID_04/TP_Q8_MID_04_01_GP_IZ_01	TP_Q8_MID_04_01_GP_IZ_01_zh-CN
Audio_TownPark/Q8/MID_05/TP_Q8_MID_05_01_GP_HC_01	TP_Q8_MID_05_01_GP_HC_01_zh-CN
Audio_TownPark/Q8/MID_06/TP_Q8_MID_06_01_GP_PaintGuy2_01	TP_Q8_MID_06_01_GP_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/POST_01/TP_Q8_POST_01_01_GP_Sprout_01	TP_Q8_POST_01_01_GP_Sprout_01_zh-CN
Audio_TownPark/Q8/POST_02/TP_Q8_POST_02_01_GP_PaintGuy2_01	TP_Q8_POST_02_01_GP_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/POST_03/TP_Q8_POST_03_01_GP_PumpkinLady_01	TP_Q8_POST_03_01_GP_PumpkinLady_01_zh-CN
Audio_TownPark/Q8/POST_04/TP_Q8_POST_04_01_GP_IZ_01	TP_Q8_POST_04_01_GP_IZ_01_zh-CN
